"user_id","book_id","review_id","rating","review_text","date_added","date_updated","read_at","started_at","n_votes","n_comments"
"201fce2862af04efc976edd8f9af3100","2657","8fd8d4754862223a42096b6fec01e80e",4,"Read during high school","Thu Mar 27 20:34:12 -0700 2014","Thu Mar 27 20:36:18 -0700 2014","","",0,0
"0b61aa38fcc7d6de5063adee5b3583c4","2657","6920d23b3215a7097bf159a197e879e2",5,"If someone were to ask me what this book was about, I wouldn't be able to tell them with one answer. The book holds many meanings. The meaning I emerged with is this: be patient and do not judge without knowing first. What I loved about this book is Atticus' defending a black man, but the story doesn't revolve around that fact. . .even though it is the major event that caused all the chaos. Reading the book from a child's point of view made just that much more interesting. The ending was perfect. . .""He would be there all night, and he would be there when Jem waked up in the morning."" I can't think of anything else that would be more suitable then that sentence for a closure. 
 I'd recommend this book in a heartbeat.","Wed Apr 30 21:15:02 -0700 2008","Fri Feb 20 20:04:28 -0800 2015","Sun Jul 27 00:00:00 -0700 2008","",0,0
"cc72b9977327752c6861c6621f2571ce","2657","746b424113d82fcd2ee0456fd0d0d94b",5,"Set book for English O'Level. I remember the class astonishment when the teacher admitted that he'd read it through without realising that Scout was a girl! 
 Although the prejudices and injustices seem antedeluvian now it is worth bearing in mind that, when the book (and superb film) came out in the early 1960s, James Stewart (the great fair minded movie hero himself),apparently turned down the role of Atticus because he felt the part represented too liberal a viewpoint.","Sun Mar 30 04:50:59 -0700 2008","Mon Mar 22 08:35:07 -0700 2010","Thu Jan 01 00:00:00 -0800 1976","",0,0
"879ed3940bfd3fa52a5f725365cbf68f","2657","e581be64462b25aef8ff7216078ac888",5,"This is one of my alltime favorite books. It's right up there with the Harry Potter series! When I first heard that we were reading it in English, I kind of groaned. You know, ""Oh, no, not another one of those boring old books."" 
 This book is not boring. It is awesome. The characters are all very well developed and likable, the theme rings true, and the narrative voice is simply beautiful to read. I gobbled it right up and couldn't stop reading, even though I probably wasn't supposed to read ahead in class. 
 The only problem I can see with it is that it's not very strong on plot. There are two plots that aren't really connected until the end. Though the story is very engaging, not all the parts are entirely connected to each other. But I don't necessarily think the book would have been better if it was more plot focused. It was just right for the kind of book it is.","Wed Jun 20 16:11:08 -0700 2012","Wed Jun 20 16:15:38 -0700 2012","","",0,0
"6a1212354113472570479c84b61ba603","2657","ef272b747222c5b17aea5ee483f125ad",5,"Excellent book. Scout's youthful, innocent and untainted narration made this book enjoyable and even humorous at times.","Sun Jul 12 15:56:11 -0700 2015","Fri Jul 17 11:22:22 -0700 2015","Thu Jul 16 16:50:24 -0700 2015","Sun Jul 12 00:00:00 -0700 2015",0,0
"ec99c8a26cf99fbef94e0688d44bcce6","2657","344a6261c96f7fdf46424332be805cb5",5,"I hope the sequel won't be a disappointment","Fri Nov 30 07:05:20 -0800 2012","Mon Jun 01 09:09:49 -0700 2015","Mon Jun 01 09:09:49 -0700 2015","Wed May 20 00:00:00 -0700 2015",1,4
"335a0e12ed4ca2539baf96dce55148b9","2657","cc25a0b0854778b1726f5a3e797c88c5",5,"Reading this as an adult lends a new perspective and the book resonated even more deeply with me. Beautifully written, moving, and evocative. As a younger person, this book didn't make it to my ""top 5"" list, but now, as a re-read these years (decades?) later, it does.","Wed Aug 26 07:24:46 -0700 2015","Wed Aug 26 07:27:50 -0700 2015","","",0,0
"880dc69f3de6d55a0623d61dedd49868","2657","a09367074ca68957b307f9a3248cf9ff",1,"Oh, boo! Radley. (Get it?) Anyway, To Kill A Mockingbird is one of the most dreaded books to read in high school (not to mention Lord of the Flies, which I will never reviewed because I already read it a long time ago. I don't review books I read a long time ago unless people ask me politely). Most students wouldn't even read the first page of the book, for the fear of reading a dull and obnoxious books. (Like Treasure Island [I fell asleep on that one]). After 50 years plus after the date of publishing, I'm confused why To Kill A Mockingbird would be on the list of required reading. (And hey, lazy high school kids? I might slip some answers you're looking for in your direction.) 
 Even though the main character is Scout Finch, we are focused on Atticus Finch, who is Scout's somewhat distant father. Scout's mother died when she was younger, therefore only briefly mentioned by Scout. Cal, the Finch's housekeeper, fills in the role. Scout is used to the racial slurs and bad words and the gossip that surrounds the town. Although Scout is used to the areas and words of Maycomb, she's quite ignorant in the ways of the Great Depression. (I suspect she knows nothing about it.) 
 The term ""Mockingbird"" is first mentioned by Atticus Finch to mentions something along the line that to kill mockingbird is a sin. However, it was Miss. Maurie who actually explained the meaning of the mockingbird in full terms. (I believe that's somewhere in part one.) To kill a mockingbird is to destroy the goodness and beauty of _____. Obviously, the mockingbird is a symbol of a person, but whom is the question? There's several candidates for the role. The major players in line are Tom Robinson and Boo Radley. Tom, because he did nothing but help a white women do her chores out of the sorry and goodness from his heart. (Robinson died in the end). And Boo, who gave the children (Jem and Scout) gifts and protected them when they needed him. Atticus Finch also is an excellent candidate for the symbol, but his evidence isn't as big as Robinson's or Radley's. (Don't forget about his last name, Finch, which is a bird. Perhaps another hint-hint from the author?) 
 As time goes on, we see major changes in Jem, Scout, and Dill. Jem and Scout matures the most in the book. Jem, with his old memories of his lost mother, is somewhat softer and more empathic about other people than Scout. He's able to understand other people, which makes him more mature in ways that are different from Scout. Dill is the innocent child, the one with penchants for tall tales and ridiculous stories. (Remember, his story of running from home?) Dill is the outsider of the trio. He's not a native to Maycomb so he doesn't understand the POV of someone who comes from Maycomb. (Evidence: Jem tries to explain to Dill about the personalities and characteristics of Maycomb citizens in the beginning of To Kill A Mockingbird.) 
 Then there's Scout, who has the biggest change of all. Remember Walter Cunningham in the beginning of the novel? Remember Scout's distaste and protests about Walter's table manners because she doesn't understand why Walter does that? (Walter, by the way, pours syrup all over his food because syrup is a luxury in his poor family. He's unused to fine food.) By the end of the book, she able to understand Boo's personality and mind. (Boo, by the way, is the most mysterious character pretty much all of Maycomb.) 
 Maycomb is a Southern town located in US. Obviously the Civil War made a huge effect on the people and and their children and their children's children. Racism, prejudice, and the no-censorship on any cussing words like ""whore lady"" are part of Maycom, but is not the biggest part of the novel, other than prejudice, which had a huge effect on the Tom Robinson v. Ewells case. 
 I know I went through this book in great detail, but I can't figure out why people like this book so much. 50 years is a long time running, but I don't get why people like To Kill a Mockingbird. Maybe because it's the same problem as Scout Finch, the inability to walk in other people's shoes. I don't know why people like To Kill A Mockingbird. To me, this book is a boring waste of time and in depth reading. 
 Rating: One out of Five","Wed Sep 25 20:36:56 -0700 2013","Thu Oct 03 13:21:30 -0700 2013","Thu Oct 03 13:21:30 -0700 2013","Wed Sep 25 00:00:00 -0700 2013",0,0
"191941c990613321aea2deda41bd8997","2657","67d8de11dd59872ad9aaf79aa0accc00",4,"So somehow I got through all my school years without ever having read this book. And while I've seen snippets of the movie, I never knew how it ended. Basically, it's a good book and I see why it's so popular to assign to school age kids. There were parts through the middle that were a bit dull for me and just seemed like filler but towards the end it picks up and the trial is pretty interesting. The ending was a bit too easy of a resolution for me, but it might work better for younger readers.","Thu Jan 07 12:01:26 -0800 2010","Tue Mar 08 14:05:32 -0800 2011","Tue Mar 08 00:00:00 -0800 2011","",0,0
"fce1b87406ab5ecdde24b6ef4b6edc70","2657","7368b872f82778ecdbd1a31b33c9e843",5,"My favorite book of all time.","Tue Jul 10 10:54:48 -0700 2012","Wed Dec 28 09:12:27 -0800 2016","","",0,0
"647784d53392de1d93bfb0daaafbf82d","2657","407f9a1e11f14e35014d3ddfde6f7a99",5,"Damn this book is good. I can see why Harper Lee only wrote one book.","Wed Jul 09 15:19:36 -0700 2014","Wed Jul 30 12:29:34 -0700 2014","Wed Jul 30 12:29:34 -0700 2014","Sat Jul 19 00:00:00 -0700 2014",0,0
"8e7e5b546a63cb9add8431ee6914cf59","2657","b16e9adeac39007848ae2d91c9c9904a",4,"Upon first reading this, I, like so many others, fell in love. It's a lovely story about a girl and her perfect life and marvelous father and it has ridiculousness like a giant ham costume. It is also the story that everyone wants to believe, that had I lived in a time of racial oppression I wouldn't have gone along with the casual and cruel racism of my class and color, I would have taken a principled stand. 
 Sure, that's what I'd like to believe. There are so many stories of wonderful white folks saving the oppressed peoples of the world. But mostly, people didn't. Those whites who didn't attend lynchings as if they were family outings enjoyed their privileged and mostly didn't fight the system on principle, or religion, or any other basis. My parents didn't use racial slurs, but they never entertained a person of color in their home until I had all my female classmates over for a party in sixth grade. 
 It's a lovely story, but it's just another fantasy covering over the ugly truth of casual, unthinking prejudice, and I'm old enough to know that all the injustice wasn't left in the past of the story.","Sat Oct 04 00:00:00 -0700 2008","Wed Jul 16 07:47:58 -0700 2014","Sat Jan 01 00:00:00 -0800 1983","",2,0
"0e7fd43048e4e57ba5d154b808790daa","2657","7c714ceb44c58cdf1bd87ced8e2f4d50",5,"Five Stars. Again. This is my fourth time reading this book and my first time listening to it in audio. Sissy Spacek also gets five stars for her narration of this timeless classic. It was absolutely phenomenal. 
 Now onto Go Set A Watchman - of which I am hearing disturbingly mixed reviews. . .","Sat Jul 07 13:20:20 -0700 2012","Wed Dec 21 13:41:15 -0800 2016","Sat Jul 25 00:00:00 -0700 2015","Wed Jul 08 00:00:00 -0700 2015",3,6
"01123b14590a1ac22fe172aab20129a3","2657","aa5e8d202413f33b57dad8ca97abc677",5,"This is my favorite book of all time! I re-read it every few years and get something new from it every time. Love it, love it, love it!!!","Fri Jun 01 06:47:24 -0700 2007","Wed Dec 16 20:29:28 -0800 2009","Thu Mar 01 00:00:00 -0800 2007","",0,0
"9c5f3fcd7fd0471ac4c20e71b579502b","2657","7b090b2203af1eba7a08a3084d23c154",5,"After all these years, this is still my favourite book. I even studied it for GCSE and still loved it afterwards which I'm sure says something! By having the serious issue of racial prejudice discussed through the protagonist re-telling this part of her childhood gives a different take on the issue.","Sun Jul 15 08:02:43 -0700 2012","Sun Jul 15 08:04:51 -0700 2012","","",0,0
"931f1250f18bf586090bda909b3002ee","2657","6bbfe9372c94ea51bed8fe2ef9e865bf",5,"There is not much you can say about a book like this. 
 I haven't read it in school as I'm not American, but i get why it is sort of mandatory for a student in the states. It teaches not only about the sad history but still holds valuable things to learn no matter which time you live in.","Fri Aug 17 01:34:08 -0700 2012","Tue Mar 25 09:41:03 -0700 2014","","",0,0
"2155d6848e0d857084e07025c4e84d00","2657","20c012c88f9369853bc6105811b45ba1",5,"Yep, everything everybody has ever said about this was true. It didn't make me cry though.","Thu Jan 02 13:52:35 -0800 2014","Sat Jul 12 12:14:27 -0700 2014","Sat Jul 12 12:49:41 -0700 2014","Wed Jul 09 00:00:00 -0700 2014",2,0
"45870f7f2a61cfc33a41741f55ee2dc5","2657","9230a3e1a729937cb11e531311dfb61c",5,"When I first read the book I expected that there would be judges, court and lawyers from the very beginning given its reputation. But no, the story is being told through the point of view of a little girl. Ahh, what can I say about this book other than perfect! This Audiobook version is just awesome, really the best.","Thu Nov 22 13:05:24 -0800 2012","Thu Oct 09 20:52:30 -0700 2014","Sun Oct 27 00:00:00 -0700 2013","Thu Sep 05 00:00:00 -0700 2013",1,0
"2a26a72c17004ae0964f04ebf1842f75","2657","b7da6ceb145f26dbea1eb87035fe0d9f",4,"that was nice","Sat May 24 23:19:06 -0700 2008","Sat May 24 23:30:16 -0700 2008","Thu May 22 00:00:00 -0700 2008","",0,0
"40facc1b53114d8c65da485f31717945","2657","49d3ef93c72e946146dd14418bfaaec5",5,"This is an everyone-must-read-once-in-their-lives type of book. We had to read it for our English Lit classes in high school, and I'm so glad we did.","Fri Jul 27 08:36:58 -0700 2012","Wed Jul 26 04:52:22 -0700 2017","","",0,0
"d34a5890085b48fd3535cd4e8bea301a","2657","62f2a358348bfb7cfad2101597a81b44",5,"4.5 stars 
 Through the mind of our six year old protagonist 'To Kill A Mockingbird' is the story of a little town called Maycomb, relaying the prejudice and injustice that prevails. Sewn in this tale is the eccentrics of the town people and the endearing relations Scout has with them. Thought-provoking as well as heart-tugging, it is the classic everyone deems it to be 
 It is the book that is on everyone's favourite bookshelf, the book they rave about, the book they exclaim when I say I haven't read it and it is also my mother's favourite book. So thus it is with a load of expectation that I started the book, a load much heavier than the text of the book. 
 Had the book been exactly what I had been expecting I would have probably been disappointed. But it suprised me with the chapters solely devoted to the lives and mayhem the kids cause over summer and their school experiences. This brought me closer to the characters. 
 My mother was probably watching me like a hawk while reading it, and every time she asked me how I like it so far? I would say it's nice and ask when the whole court scene is gonna happen. She would say a long time after. So it is when I stopped waiting for some eye-opener that I began to enjoy this simple story. 
 The court scene was everything it was built up for. And once I stopped flinching every-time I read the N word, I throughly enjoyed it. 
 I fell in love with all the characters, they seemed so very real. 
 The 0.5 stars reduction is not the fault of the book, it is the brunt of the expectations load still looming over.","Tue Aug 21 06:43:49 -0700 2012","Mon Aug 19 21:56:11 -0700 2013","Sun Jul 28 00:00:00 -0700 2013","Fri Jul 26 00:00:00 -0700 2013",8,7
"acd14219d595af972aaebff7dd264806","2657","f62e328aeda734363ce55c238d89d3f9",5,"It's easy to see why people keep reading this book.","Thu May 17 10:38:03 -0700 2012","Tue Oct 15 19:36:28 -0700 2013","Sun May 20 00:00:00 -0700 2012","Thu May 17 00:00:00 -0700 2012",0,0
"842f9e0a99b843de137ee5cf167bef60","2657","5c56354619a7c2c49b9a926b98bfbbe9",5,"Decided to re-read this after seeing a documentary on Harper Lee. I hadn't read it since high school and really had forgotten a lot of the details. Nice to go back and remember, especially the great characters of Scout, Atticus and Boo Radley. 
 ""Atticus, he was real nice."" ... 
 ""Most people are when you really see them.""","Wed May 07 20:00:22 -0700 2008","Wed May 16 20:52:52 -0700 2012","Wed May 16 20:47:09 -0700 2012","Mon Apr 16 00:00:00 -0700 2012",0,0
"d2420e7949d9799b9878e4c2bc182df1","2657","b708705d5acd5fff7a95b5789d8e994c",2,"Some people really love this book and while i love the innocent character of Scout, i really did not enjoy the book. The story was very slow for me and when the court scene came and i finally began to read the novel with interest, i soon found it to be over in a matter of pages. If anything the ""Court Scene"",a much later chapter in the novel, is the only gripping, intriguing and suspenseful scene. Its a classic so its worth a read but, not one of my favorite books.","Sun Aug 19 14:00:51 -0700 2012","Sun Aug 19 14:05:43 -0700 2012","","",0,0
"703511c48a8d43fdfaa7376293a85658","2657","780123e484d5b78bef6806e96fba00b2",5,"Loved this book. I took my time with it and looked forward to the time with these characters every day! Loved Scout as a narrator and want Atticus as a father!","Fri Oct 23 10:17:47 -0700 2009","Mon Apr 29 21:58:07 -0700 2013","Tue Jan 01 00:00:00 -0800 2013","Sat Dec 08 00:00:00 -0800 2012",0,0
"035edb81606e87f2bf4da6eb85fdbddf","2657","72ba6f30344b40b59011b81887e0cd80",5,"This is one of the best books I have ever read.","Sun Aug 12 09:58:10 -0700 2012","Sun Jul 19 19:20:48 -0700 2015","Thu Dec 20 00:00:00 -0800 2012","Mon Dec 10 00:00:00 -0800 2012",0,0
"b0046e65abe8e491b638245b9f7c6369","2657","968e61685c86d68b51c1bab261cee96e",3,"One of the books well-meaning adults expect schoolchildren to read. I thought it went nowhere when I saw the movie made of it. I thought the book less enlightening. The rumour is that Truman Capote actually wrote this. I have never read any of his attributed work, so I can't say what that implies...It's okay, sentence by sentence, it's not a bad read, but it just doesn't deliver a denouement that really thrills.","Fri Jun 27 00:24:33 -0700 2008","Fri Jun 27 01:24:10 -0700 2008","","",0,0
"6e14b74c93b1701bb6ba52f5688c603e","2657","48c87c201cf97b9b060add4b48e99e3f",4,"Perhaps one of the few cases of a movie being superior to the book. It's a little disjointedly episodic but the characters are endearing. I really enjoy the perspective of the adult retelling her childhood. And the messages might be obvious but they are still good ones.","Sat Jul 18 05:59:20 -0700 2015","Thu Sep 17 20:24:44 -0700 2015","","",0,0
"d0b9b0fdb84f6e5c09246faca15a6b52","2657","34f2c77d67e0e8a733f422f68a216b30",5,"I was supposed to love Scout maybe, and definitely Jem, but I fell in love with Atticus instead.","Sat Jan 03 10:55:56 -0800 2015","Sun Jan 11 04:01:32 -0800 2015","Sun Jan 11 04:01:31 -0800 2015","Sat Jan 03 00:00:00 -0800 2015",0,0
"2cabd95f62285fc08f4c544afaee5ea4","2657","674fbe227cf4599d290cf4d27cf66ffd",3,"This book isn't too bad! It was my literature text for my second year of high school, and possibly the only literature text that I like. Harper Lee is just so amazingly funny. The way she puts herself in a young girl's shoes and the way she portrays the emotions of that same girl so vividly is so captivating. The only reason why I don't like it is because I scored terribly for my essay on the text. 
 Anyhow, this book has really deep themes, causing me to pause and reflect on my (rather short) life. It's extremely inspiring and I recommend it to everyone. (Sorry, I know this review is pretty much on-the-surface, but it's quite hard to give a review on a literature text which you've studied for half a year. It's just that you don't know what to write.)","Mon Oct 22 07:46:09 -0700 2012","Sat Dec 28 02:55:04 -0800 2013","","",1,0
"5996cce2f5c9b4d6e45f803ad117ab00","2657","28b79cfa2f84b25e18c9fd48e850540d",5,"I don't think there's anything I can say about this novel that hasn't already been said, so this will be short and sweet. I didn't read this in high school like so many others, but I'm glad I didn't. I think I appreciated this much more at 22 than I would have at 16. TKAM is an amazing and important novel and is one that everyone should at least attempt to read one in their life.","Mon Mar 11 17:45:41 -0700 2013","Wed Oct 14 17:10:01 -0700 2015","Fri Jul 31 16:25:43 -0700 2015","Fri Jul 24 00:00:00 -0700 2015",3,0
"7e4326b3a58d9c63117678603755ae52","2657","733719a4228b49525c9efefc7b816de6",3,"This is probably the first book that I read for school and enjoyed, even a little bit. The thing that sticks with me since then is the idea of narrating a story about a heavy topic from the point of view of a child. I really like how that was done.","Mon Jun 02 12:30:24 -0700 2008","Sun Dec 27 12:19:01 -0800 2009","","",0,0
"909e430324d1d07372797a539e9c114f","2657","da334d40d6b85a7328e8e681fef412a7",5,"I first read this book in high school. Growing up in the rural south, i felt i shared something integral with Scout-- the task of learning to overcome racism. This book is beautiful and peaceful.","Wed Jun 04 08:54:02 -0700 2008","Thu Apr 03 07:45:43 -0700 2014","Wed Mar 03 00:00:00 -0800 1999","",0,0
"3b0f36de9517c3dd10497f25c3785fc5","2657","418321abec6e9f9c56dc92c342d514a8",5,"A great read.. I really enjoyed this book because although it was written so long ago, everyone can relate to how the world just isn't fair sometimes. This one is definitely on my MUST-HAVE list.","Wed Jun 04 22:08:58 -0700 2008","Wed Jun 04 22:09:44 -0700 2008","Wed Mar 20 00:00:00 -0800 2002","",0,0
"1a3c903d5bb5233a13f2e0f84325bdd1","2657","dca41a73e07ee7b5c52139aeabd33339",0,"28/5/16: I am so mad at myself for not being able to focus on the story. I have exams approaching FAST and they're damn important. I WILL pick it up again. I am at bare 5% into the book.","Sat May 28 06:43:34 -0700 2016","Sat May 28 06:50:30 -0700 2016","","",0,0
